"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)"
29.04.2009 05:40:00,980.10,8.16,282.94,7.33,94.50,10.86,10.26,0.60,6.54,10.47,1208.86,1.21,2.50,205.90
29.04.2009 05:50:00,980.09,8.16,282.94,7.36,94.70,10.86,10.28,0.58,6.55,10.49,1208.84,1.25,2.13,195.50
29.04.2009 06:00:00,980.10,8.13,282.91,7.38,95.00,10.83,10.29,0.54,6.56,10.50,1208.98,1.29,2.75,218.80
29.04.2009 06:10:00,980.15,8.10,282.88,7.38,95.20,10.81,10.29,0.52,6.56,10.50,1209.17,1.12,1.75,215.10
29.04.2009 06:20:00,980.18,8.15,282.93,7.46,95.40,10.85,10.35,0.50,6.59,10.56,1208.96,0.90,1.50,213.60
29.04.2009 06:30:00,980.23,8.19,282.96,7.47,95.20,10.88,10.36,0.52,6.60,10.56,1208.85,1.11,2.25,218.00
29.04.2009 06:40:00,980.25,8.15,282.92,7.41,95.10,10.85,10.32,0.53,6.57,10.52,1209.06,1.46,2.75,237.00
29.04.2009 06:50:00,980.25,8.11,282.88,7.42,95.40,10.82,10.32,0.50,6.58,10.53,1209.23,1.30,2.38,240.50
29.04.2009 07:00:00,980.21,8.13,282.90,7.44,95.40,10.83,10.34,0.50,6.58,10.54,1209.09,1.60,2.38,243.90
29.04.2009 07:10:00,980.18,8.12,282.90,7.46,95.60,10.83,10.35,0.48,6.59,10.56,1209.09,1.42,2.50,251.60
29.04.2009 07:20:00,980.21,8.17,282.94,7.51,95.60,10.86,10.39,0.48,6.62,10.60,1208.90,1.53,2.88,267.20
29.04.2009 07:30:00,980.25,8.23,283.00,7.57,95.60,10.91,10.43,0.48,6.64,10.64,1208.67,1.17,2.13,243.80
29.04.2009 07:40:00,980.26,8.23,283.00,7.60,95.80,10.91,10.45,0.46,6.66,10.66,1208.67,1.00,1.75,234.70
29.04.2009 07:50:00,980.23,8.36,283.13,7.78,96.10,11.00,10.58,0.43,6.74,10.79,1208.02,0.76,1.63,153.40
29.04.2009 08:00:00,980.25,8.57,283.34,7.92,95.70,11.16,10.68,0.48,6.81,10.90,1207.09,1.05,2.38,54.21
29.04.2009 08:10:00,980.26,8.35,283.12,7.63,95.20,11.00,10.47,0.53,6.67,10.68,1208.15,1.28,2.63,12.41
29.04.2009 08:20:00,980.26,8.30,283.07,7.66,95.70,10.96,10.49,0.47,6.68,10.70,1208.35,1.42,3.13,22.36
29.04.2009 08:30:00,980.27,8.33,283.10,7.69,95.70,10.98,10.51,0.47,6.70,10.72,1208.23,2.02,3.38,23.02
29.04.2009 08:40:00,980.28,8.36,283.13,7.73,95.80,11.00,10.54,0.46,6.72,10.75,1208.09,1.49,2.63,25.03
29.04.2009 08:50:00,980.37,8.53,283.29,7.92,95.90,11.13,10.68,0.46,6.80,10.89,1207.41,0.62,2.13,31.82
29.04.2009 09:00:00,980.44,8.64,283.40,7.93,95.30,11.22,10.69,0.53,6.81,10.90,1207.02,0.79,1.50,318.00
29.04.2009 09:10:00,980.37,8.76,283.52,8.02,95.10,11.31,10.75,0.55,6.85,10.97,1206.39,0.64,1.50,210.70
29.04.2009 09:20:00,980.33,8.86,283.63,8.07,94.80,11.38,10.79,0.59,6.88,11.01,1205.90,0.54,1.25,234.10
29.04.2009 09:30:00,980.30,9.02,283.79,8.19,94.50,11.51,10.88,0.63,6.93,11.09,1205.14,0.79,1.63,205.40
29.04.2009 09:40:00,980.35,8.96,283.73,8.06,94.10,11.46,10.79,0.68,6.87,11.00,1205.50,1.14,2.75,234.00
29.04.2009 09:50:00,980.35,9.00,283.77,8.09,94.00,11.49,10.80,0.69,6.88,11.02,1205.32,1.24,2.63,263.20
29.04.2009 10:00:00,980.33,9.08,283.85,8.09,93.50,11.56,10.80,0.75,6.88,11.02,1204.95,1.49,2.50,263.00
29.04.2009 10:10:00,980.31,9.22,283.99,8.17,93.10,11.67,10.86,0.80,6.92,11.08,1204.30,0.81,2.75,196.20
29.04.2009 10:20:00,980.31,9.47,284.24,8.27,92.20,11.86,10.94,0.93,6.97,11.16,1203.20,0.65,2.63,80.70
29.04.2009 10:30:00,980.34,9.33,284.10,8.07,91.80,11.75,10.79,0.96,6.87,11.00,1203.90,0.88,1.75,12.17
29.04.2009 10:40:00,980.41,9.29,284.05,8.16,92.60,11.72,10.85,0.87,6.91,11.07,1204.13,0.93,2.38,225.10
29.04.2009 10:50:00,980.41,9.15,283.91,8.19,93.70,11.61,10.88,0.73,6.93,11.10,1204.72,0.79,1.88,226.30
29.04.2009 11:00:00,980.49,9.14,283.90,8.26,94.20,11.60,10.93,0.67,6.96,11.15,1204.83,0.86,2.00,272.70
29.04.2009 11:10:00,980.52,9.10,283.85,8.20,94.10,11.57,10.89,0.68,6.94,11.10,1205.06,0.70,1.50,254.00
29.04.2009 11:20:00,980.54,9.13,283.88,8.28,94.40,11.59,10.95,0.65,6.97,11.16,1204.93,0.72,1.38,213.90
29.04.2009 11:30:00,980.57,9.10,283.85,8.25,94.40,11.57,10.92,0.65,6.96,11.14,1205.11,0.87,1.50,254.40
29.04.2009 11:40:00,980.56,9.26,284.01,8.35,94.00,11.70,10.99,0.70,7.00,11.21,1204.38,0.77,1.75,260.10
29.04.2009 11:50:00,980.55,9.38,284.13,8.40,93.60,11.79,11.04,0.75,7.03,11.26,1203.83,1.18,1.88,248.70
29.04.2009 12:00:00,980.49,9.66,284.42,8.62,93.20,12.02,11.20,0.82,7.14,11.42,1202.49,1.51,2.13,268.10
29.04.2009 12:10:00,980.59,10.15,284.90,8.98,92.40,12.42,11.47,0.94,7.31,11.70,1200.41,1.43,3.00,228.30
29.04.2009 12:20:00,980.66,10.46,285.21,8.99,90.60,12.68,11.49,1.19,7.32,11.71,1199.18,1.78,2.88,226.60
29.04.2009 12:30:00,980.68,10.63,285.38,9.05,89.90,12.82,11.53,1.30,7.34,11.76,1198.46,2.58,3.63,224.70
29.04.2009 12:40:00,980.71,10.74,285.49,9.00,89.00,12.92,11.50,1.42,7.32,11.72,1198.05,2.32,3.38,235.00
29.04.2009 12:50:00,980.76,11.23,285.97,9.32,88.00,13.35,11.74,1.60,7.48,11.97,1195.93,1.97,3.75,234.00
29.04.2009 13:00:00,980.83,11.48,286.22,9.17,85.70,13.57,11.63,1.94,7.41,11.86,1195.02,2.43,3.63,227.10
29.04.2009 13:10:00,980.89,11.25,285.98,8.93,85.60,13.36,11.44,1.92,7.29,11.66,1196.15,1.67,2.63,260.20
29.04.2009 13:20:00,980.90,11.27,286.00,8.92,85.40,13.38,11.43,1.95,7.28,11.65,1196.08,2.25,4.00,245.90
29.04.2009 13:30:00,980.91,11.20,285.93,8.76,84.90,13.32,11.31,2.01,7.20,11.53,1196.44,2.47,3.38,237.00
29.04.2009 13:40:00,981.01,11.23,285.95,8.93,85.70,13.35,11.44,1.91,7.28,11.66,1196.38,2.63,3.50,236.30
29.04.2009 13:50:00,981.11,10.92,285.63,8.81,86.80,13.07,11.35,1.73,7.23,11.57,1197.85,3.04,4.00,237.70
29.04.2009 14:00:00,981.14,10.82,285.53,8.70,86.70,12.99,11.26,1.73,7.17,11.48,1198.35,2.51,4.00,260.60
29.04.2009 14:10:00,981.24,10.95,285.65,8.84,86.80,13.10,11.37,1.73,7.24,11.59,1197.87,2.08,3.75,275.40
29.04.2009 14:20:00,981.27,10.82,285.52,8.88,87.80,12.99,11.40,1.58,7.26,11.62,1198.44,1.92,3.88,258.60
29.04.2009 14:30:00,981.38,10.49,285.18,8.57,87.90,12.70,11.17,1.54,7.11,11.38,1200.08,2.11,3.13,257.90
29.04.2009 14:40:00,981.51,10.24,284.92,8.56,89.30,12.49,11.16,1.34,7.10,11.37,1201.31,1.90,3.50,245.80
29.04.2009 14:50:00,981.70,10.09,284.75,8.51,89.90,12.37,11.12,1.25,7.08,11.33,1202.19,1.81,2.63,243.50
29.04.2009 15:00:00,981.84,9.98,284.63,8.39,89.80,12.28,11.03,1.25,7.01,11.23,1202.88,1.61,3.13,252.10
29.04.2009 15:10:00,981.97,9.96,284.60,8.40,90.00,12.26,11.03,1.23,7.02,11.24,1203.12,1.57,2.63,250.40
29.04.2009 15:20:00,981.99,10.09,284.73,8.56,90.20,12.37,11.16,1.21,7.10,11.36,1202.53,1.75,2.63,244.50
29.04.2009 15:30:00,982.04,10.34,284.97,8.78,90.00,12.58,11.32,1.26,7.20,11.53,1201.46,1.80,2.75,244.50
29.04.2009 15:40:00,982.07,10.49,285.12,8.91,89.90,12.70,11.42,1.28,7.27,11.63,1200.81,1.87,3.38,243.50
29.04.2009 15:50:00,982.08,10.58,285.21,8.85,89.00,12.78,11.37,1.41,7.24,11.58,1200.46,2.10,3.88,249.90
29.04.2009 16:00:00,982.12,10.76,285.39,8.87,88.10,12.93,11.40,1.54,7.25,11.60,1199.74,1.77,2.88,243.90
29.04.2009 16:10:00,982.12,10.87,285.50,8.86,87.40,13.03,11.39,1.64,7.24,11.60,1199.28,1.90,3.63,248.20
29.04.2009 16:20:00,982.13,11.02,285.65,8.89,86.70,13.16,11.41,1.75,7.26,11.62,1198.65,2.05,3.50,253.30
29.04.2009 16:30:00,982.20,11.08,285.70,8.75,85.50,13.21,11.30,1.92,7.19,11.50,1198.54,1.86,3.75,245.90
29.04.2009 16:40:00,982.28,11.35,285.97,8.79,84.20,13.45,11.33,2.13,7.20,11.53,1197.48,1.09,2.25,296.10
29.04.2009 16:50:00,982.35,11.40,286.01,8.94,84.80,13.50,11.45,2.05,7.28,11.65,1197.30,1.22,2.13,262.30
29.04.2009 17:00:00,982.47,11.29,285.89,8.87,85.00,13.40,11.39,2.01,7.24,11.59,1197.94,1.32,2.13,264.20
29.04.2009 17:10:00,982.50,11.20,285.80,8.80,85.10,13.32,11.33,1.98,7.21,11.54,1198.38,1.34,2.25,272.80
29.04.2009 17:20:00,982.56,11.04,285.63,8.53,84.50,13.18,11.14,2.04,7.08,11.33,1199.22,1.66,2.63,259.30
29.04.2009 17:30:00,982.57,10.90,285.49,8.54,85.30,13.06,11.14,1.92,7.08,11.33,1199.82,1.55,2.63,257.40
29.04.2009 17:40:00,982.61,10.92,285.51,8.66,85.90,13.07,11.23,1.84,7.14,11.43,1199.75,1.57,2.50,241.90
29.04.2009 17:50:00,982.61,10.97,285.56,8.66,85.60,13.12,11.23,1.89,7.14,11.43,1199.53,1.38,2.63,251.60
29.04.2009 18:00:00,982.73,10.87,285.45,8.66,86.20,13.03,11.23,1.80,7.14,11.43,1200.10,1.46,2.25,224.50
29.04.2009 18:10:00,982.88,10.70,285.27,8.65,87.10,12.88,11.22,1.66,7.13,11.42,1201.01,1.54,3.00,246.50
29.04.2009 18:20:00,982.97,10.59,285.15,8.66,87.80,12.79,11.23,1.56,7.14,11.42,1201.58,1.50,2.50,250.80
29.04.2009 18:30:00,983.06,10.48,285.03,8.57,87.90,12.70,11.16,1.54,7.09,11.35,1202.19,1.60,3.00,253.90
29.04.2009 18:40:00,983.24,10.23,284.76,8.32,87.90,12.48,10.97,1.51,6.97,11.16,1203.56,1.98,3.38,261.30
29.04.2009 18:50:00,983.43,10.05,284.57,8.16,88.00,12.34,10.85,1.48,6.89,11.04,1204.61,2.25,3.50,259.70
29.04.2009 19:00:00,983.60,9.89,284.39,8.15,88.90,12.20,10.85,1.35,6.89,11.03,1205.51,1.92,3.25,259.40
29.04.2009 19:10:00,983.80,9.77,284.25,8.06,89.10,12.11,10.79,1.32,6.85,10.96,1206.29,2.02,3.50,281.90
29.04.2009 19:20:00,983.94,9.76,284.23,8.02,88.90,12.10,10.75,1.34,6.83,10.93,1206.52,2.48,4.88,277.60
29.04.2009 19:30:00,984.04,9.75,284.21,8.05,89.10,12.09,10.77,1.32,6.84,10.95,1206.68,2.44,4.75,293.70
29.04.2009 19:40:00,984.17,9.69,284.14,8.04,89.40,12.04,10.76,1.28,6.83,10.94,1207.10,1.77,3.38,267.40
29.04.2009 19:50:00,984.33,9.65,284.09,8.08,89.90,12.01,10.80,1.21,6.85,10.97,1207.45,1.20,2.00,236.70
29.04.2009 20:00:00,984.42,9.63,284.06,8.17,90.60,11.99,10.86,1.13,6.89,11.04,1207.62,0.98,1.63,225.70
29.04.2009 20:10:00,984.48,9.69,284.12,8.25,90.70,12.04,10.92,1.12,6.93,11.09,1207.41,0.87,1.75,142.70
29.04.2009 20:20:00,984.60,9.65,284.07,8.27,91.10,12.01,10.94,1.07,6.94,11.11,1207.72,0.99,1.75,205.10
29.04.2009 20:30:00,984.70,9.67,284.08,8.34,91.40,12.02,10.99,1.03,6.97,11.16,1207.73,1.26,2.63,93.00
29.04.2009 20:40:00,984.86,9.70,284.10,8.35,91.30,12.05,11.00,1.05,6.98,11.17,1207.80,1.61,2.75,164.90
29.04.2009 20:50:00,984.98,9.70,284.09,8.37,91.40,12.05,11.01,1.04,6.98,11.18,1207.94,0.89,1.50,175.20
29.04.2009 21:00:00,985.08,9.65,284.03,8.42,92.00,12.01,11.05,0.96,7.01,11.21,1208.26,0.89,1.38,197.10
29.04.2009 21:10:00,985.11,9.56,283.94,8.42,92.60,11.94,11.05,0.88,7.01,11.22,1208.68,1.35,2.50,187.90
29.04.2009 21:20:00,985.26,9.51,283.87,8.45,93.10,11.90,11.07,0.82,7.02,11.24,1209.07,1.05,1.88,152.10
29.04.2009 21:30:00,985.42,9.52,283.87,8.49,93.30,11.90,11.11,0.80,7.04,11.27,1209.21,0.76,1.75,169.70
29.04.2009 21:40:00,985.32,9.43,283.79,8.42,93.40,11.83,11.05,0.78,7.01,11.22,1209.50,0.98,1.63,263.90
29.04.2009 21:50:00,985.31,9.32,283.68,8.42,94.10,11.74,11.05,0.69,7.01,11.22,1209.95,1.81,3.00,234.40
29.04.2009 22:00:00,985.33,9.25,283.61,8.40,94.40,11.69,11.03,0.65,7.00,11.20,1210.29,1.16,2.13,240.70
29.04.2009 22:10:00,985.33,9.22,283.58,8.40,94.60,11.67,11.04,0.63,7.00,11.20,1210.41,0.93,1.88,297.80
29.04.2009 22:20:00,985.42,9.21,283.56,8.38,94.50,11.66,11.02,0.64,6.98,11.18,1210.58,1.15,2.00,32.00
29.04.2009 22:30:00,985.58,9.27,283.61,8.40,94.30,11.70,11.04,0.67,7.00,11.20,1210.51,1.19,2.00,44.29
29.04.2009 22:40:00,985.73,9.29,283.61,8.42,94.30,11.72,11.05,0.67,7.00,11.21,1210.60,0.52,2.00,31.61
29.04.2009 22:50:00,985.83,9.36,283.68,8.56,94.70,11.78,11.15,0.62,7.07,11.31,1210.38,0.47,0.75,205.20
29.04.2009 23:00:00,985.85,9.24,283.55,8.47,94.90,11.68,11.09,0.60,7.02,11.24,1210.95,0.63,1.00,237.60
29.04.2009 23:10:00,985.94,9.15,283.46,8.38,94.90,11.61,11.02,0.59,6.98,11.18,1211.48,1.12,2.25,241.60
29.04.2009 23:20:00,985.95,9.10,283.40,8.31,94.80,11.57,10.97,0.60,6.95,11.13,1211.72,1.01,2.00,249.90
29.04.2009 23:30:00,986.00,9.12,283.42,8.33,94.80,11.59,10.98,0.60,6.96,11.14,1211.69,0.95,1.75,175.30
29.04.2009 23:40:00,986.06,9.16,283.46,8.36,94.70,11.62,11.00,0.62,6.97,11.16,1211.59,1.22,1.88,148.70
29.04.2009 23:50:00,985.89,9.09,283.40,8.26,94.50,11.56,10.93,0.64,6.92,11.08,1211.71,1.09,2.13,203.00
30.04.2009 00:00:00,985.88,8.97,283.28,8.21,95.00,11.47,10.90,0.57,6.90,11.05,1212.23,1.17,2.25,210.40
30.04.2009 00:10:00,985.99,9.04,283.34,8.35,95.40,11.52,10.99,0.53,6.96,11.15,1212.02,0.62,1.63,143.50
30.04.2009 00:20:00,986.12,9.01,283.30,8.30,95.30,11.50,10.96,0.54,6.94,11.11,1212.33,0.85,1.38,129.40
30.04.2009 00:30:00,986.08,9.00,283.29,8.29,95.30,11.49,10.95,0.54,6.94,11.11,1212.32,0.67,1.38,184.30
30.04.2009 00:40:00,986.16,9.03,283.32,8.32,95.30,11.52,10.98,0.54,6.95,11.13,1212.28,0.86,1.50,190.60
30.04.2009 00:50:00,986.13,9.01,283.30,8.30,95.30,11.50,10.96,0.54,6.94,11.11,1212.34,0.70,1.50,325.70
30.04.2009 01:00:00,986.10,9.10,283.39,8.34,95.00,11.57,10.99,0.58,6.96,11.15,1211.90,0.80,2.50,338.60
30.04.2009 01:10:00,986.06,9.15,283.45,8.36,94.80,11.61,11.01,0.60,6.97,11.16,1211.63,0.65,1.50,110.00
30.04.2009 01:20:00,985.98,9.13,283.43,8.36,94.90,11.59,11.00,0.59,6.97,11.16,1211.62,1.43,2.38,182.60
30.04.2009 01:30:00,985.92,9.04,283.35,8.28,95.00,11.52,10.95,0.58,6.94,11.10,1211.96,1.45,2.75,250.30
30.04.2009 01:40:00,986.03,9.05,283.35,8.32,95.20,11.53,10.98,0.55,6.95,11.13,1212.03,1.30,2.63,234.80
30.04.2009 01:50:00,986.14,9.09,283.38,8.38,95.30,11.56,11.02,0.54,6.98,11.17,1211.98,0.99,2.50,216.60
30.04.2009 02:00:00,986.40,9.16,283.43,8.46,95.40,11.62,11.08,0.53,7.02,11.24,1211.97,1.18,3.13,72.50
30.04.2009 02:10:00,986.67,9.21,283.46,8.53,95.50,11.66,11.13,0.52,7.05,11.28,1212.06,0.73,1.63,93.80
30.04.2009 02:20:00,986.81,9.22,283.45,8.54,95.50,11.67,11.14,0.52,7.05,11.29,1212.19,0.53,1.63,166.70
30.04.2009 02:30:00,986.91,9.29,283.52,8.47,94.60,11.72,11.09,0.63,7.02,11.23,1212.04,0.67,1.38,289.10
30.04.2009 02:40:00,987.02,9.26,283.48,8.39,94.30,11.70,11.03,0.67,6.98,11.18,1212.33,0.95,1.88,328.70
30.04.2009 02:50:00,987.04,9.16,283.38,8.34,94.60,11.62,10.99,0.63,6.96,11.13,1212.80,1.29,2.13,10.75
30.04.2009 03:00:00,987.15,9.18,283.39,8.45,95.20,11.63,11.08,0.56,7.01,11.22,1212.81,0.55,1.25,354.50
30.04.2009 03:10:00,987.16,9.23,283.44,8.52,95.30,11.67,11.12,0.55,7.04,11.27,1212.59,0.38,1.25,211.40
30.04.2009 03:20:00,987.25,9.18,283.38,8.48,95.40,11.63,11.10,0.54,7.02,11.24,1212.93,0.79,1.38,168.90
30.04.2009 03:30:00,987.27,9.14,283.34,8.48,95.60,11.60,11.09,0.51,7.02,11.23,1213.13,0.93,1.50,186.70
30.04.2009 03:40:00,987.37,9.15,283.34,8.52,95.80,11.61,11.12,0.49,7.04,11.26,1213.19,0.69,1.50,194.90
30.04.2009 03:50:00,987.48,9.09,283.27,8.47,95.90,11.56,11.09,0.47,7.01,11.23,1213.60,0.78,1.63,281.20
30.04.2009 04:00:00,987.49,9.09,283.27,8.50,96.10,11.56,11.11,0.45,7.03,11.25,1213.60,0.86,1.63,288.60
30.04.2009 04:10:00,987.49,9.08,283.26,8.52,96.30,11.56,11.13,0.43,7.04,11.27,1213.64,0.69,1.25,219.10
30.04.2009 04:20:00,987.57,9.04,283.21,8.51,96.50,11.52,11.12,0.40,7.03,11.26,1213.91,0.57,1.50,314.00
30.04.2009 04:30:00,987.66,9.06,283.22,8.56,96.70,11.54,11.16,0.38,7.06,11.30,1213.92,0.55,1.75,358.20
30.04.2009 04:40:00,987.76,9.16,283.32,8.66,96.70,11.62,11.23,0.38,7.11,11.37,1213.58,0.40,0.88,134.10
30.04.2009 04:50:00,987.82,9.17,283.32,8.67,96.70,11.63,11.24,0.38,7.11,11.38,1213.60,0.19,0.63,197.50
30.04.2009 05:00:00,987.91,9.19,283.33,8.71,96.80,11.64,11.27,0.37,7.13,11.41,1213.62,0.22,0.75,184.90
30.04.2009 05:10:00,987.99,9.18,283.32,8.68,96.70,11.63,11.25,0.38,7.11,11.39,1213.77,0.51,1.00,224.30
30.04.2009 05:20:00,988.07,9.21,283.34,8.73,96.80,11.66,11.28,0.37,7.13,11.42,1213.72,0.42,1.00,235.30
30.04.2009 05:30:00,988.13,9.29,283.42,8.79,96.70,11.72,11.33,0.39,7.17,11.47,1213.43,0.29,0.88,222.40
30.04.2009 05:40:00,988.22,9.27,283.39,8.79,96.80,11.70,11.33,0.37,7.16,11.47,1213.63,0.72,1.13,232.40
30.04.2009 05:50:00,988.31,9.36,283.47,8.86,96.70,11.78,11.39,0.39,7.20,11.52,1213.32,0.69,1.13,232.30
30.04.2009 06:00:00,988.39,9.49,283.60,8.93,96.30,11.88,11.44,0.44,7.23,11.57,1212.84,0.72,1.13,269.50
30.04.2009 06:10:00,988.48,9.71,283.81,9.04,95.60,12.06,11.53,0.53,7.28,11.66,1211.97,0.14,0.63,158.90
30.04.2009 06:20:00,988.54,9.77,283.86,8.88,94.20,12.11,11.40,0.70,7.21,11.54,1211.84,0.35,1.00,40.73
30.04.2009 06:30:00,988.65,9.72,283.81,8.93,94.80,12.06,11.44,0.63,7.23,11.57,1212.18,0.46,1.00,91.00
30.04.2009 06:40:00,988.70,9.77,283.85,9.09,95.50,12.11,11.56,0.54,7.31,11.69,1211.97,0.52,0.88,147.00
30.04.2009 06:50:00,988.80,9.79,283.86,9.06,95.20,12.12,11.54,0.58,7.29,11.67,1212.01,0.67,1.00,206.40
30.04.2009 07:00:00,988.87,9.82,283.89,9.07,95.10,12.15,11.55,0.60,7.30,11.68,1211.97,0.49,0.88,220.70
30.04.2009 07:10:00,988.87,9.87,283.94,9.14,95.20,12.19,11.60,0.58,7.33,11.73,1211.73,0.38,0.75,212.50
30.04.2009 07:20:00,988.84,9.90,283.97,9.11,94.80,12.21,11.58,0.64,7.31,11.71,1211.57,0.96,1.75,222.60
30.04.2009 07:30:00,988.80,10.11,284.18,9.21,94.10,12.38,11.65,0.73,7.36,11.79,1210.59,0.65,1.13,237.10
30.04.2009 07:40:00,988.83,10.40,284.47,9.09,91.60,12.63,11.57,1.06,7.31,11.70,1209.43,0.79,1.25,223.40
30.04.2009 07:50:00,988.95,10.63,284.69,9.19,90.80,12.82,11.64,1.18,7.36,11.77,1208.56,1.19,1.88,214.70
30.04.2009 08:00:00,989.11,10.62,284.67,8.99,89.60,12.81,11.48,1.33,7.25,11.61,1208.88,1.03,1.88,173.50
30.04.2009 08:10:00,988.92,10.73,284.80,8.95,88.70,12.91,11.45,1.46,7.23,11.58,1208.19,0.91,1.38,279.90
30.04.2009 08:20:00,989.01,10.76,284.82,9.09,89.40,12.93,11.56,1.37,7.30,11.69,1208.12,1.59,2.13,202.90
30.04.2009 08:30:00,989.08,10.83,284.88,9.11,89.10,13.00,11.58,1.42,7.31,11.71,1207.90,1.34,2.25,212.00
30.04.2009 08:40:00,989.10,11.00,285.05,9.06,87.80,13.14,11.54,1.60,7.29,11.67,1207.22,1.54,2.25,236.90
30.04.2009 08:50:00,989.09,11.30,285.35,9.30,87.50,13.41,11.73,1.68,7.41,11.86,1205.85,1.00,1.63,221.30
30.04.2009 09:00:00,989.24,11.61,285.65,9.34,85.90,13.69,11.76,1.93,7.43,11.88,1204.70,0.89,1.63,212.60
30.04.2009 09:10:00,989.39,11.57,285.60,9.19,85.30,13.65,11.64,2.01,7.35,11.77,1205.11,1.01,1.63,225.50
30.04.2009 09:20:00,989.47,11.45,285.47,9.11,85.50,13.54,11.58,1.96,7.31,11.70,1205.75,0.88,1.50,210.70
30.04.2009 09:30:00,989.48,11.55,285.57,9.31,86.10,13.63,11.74,1.89,7.41,11.86,1205.26,1.20,2.00,230.80
30.04.2009 09:40:00,989.47,11.72,285.74,9.44,85.90,13.79,11.84,1.94,7.48,11.97,1204.48,1.56,2.38,218.90
30.04.2009 09:50:00,989.48,11.97,285.99,9.58,85.30,14.02,11.96,2.06,7.55,12.08,1203.39,1.46,2.25,220.70
30.04.2009 10:00:00,989.49,12.46,286.48,9.73,83.40,14.48,12.07,2.40,7.62,12.20,1201.28,0.98,1.88,246.00
30.04.2009 10:10:00,989.49,12.72,286.75,9.75,82.10,14.73,12.09,2.64,7.63,12.22,1200.18,0.82,1.88,306.20
30.04.2009 10:20:00,989.51,12.84,286.86,9.59,80.60,14.84,11.96,2.88,7.55,12.09,1199.76,1.53,2.38,281.80
30.04.2009 10:30:00,989.58,13.03,287.05,9.52,79.20,15.03,11.90,3.13,7.52,12.03,1199.07,0.67,2.00,297.80
30.04.2009 10:40:00,989.58,13.38,287.40,9.76,78.70,15.38,12.10,3.27,7.64,12.23,1197.52,1.02,1.63,172.40
30.04.2009 10:50:00,989.48,13.90,287.93,9.96,77.10,15.90,12.26,3.64,7.74,12.39,1195.15,1.16,2.38,253.20
30.04.2009 11:00:00,989.36,13.70,287.74,9.71,76.80,15.70,12.06,3.64,7.62,12.19,1195.94,0.92,2.38,316.50
30.04.2009 11:10:00,989.36,13.97,288.01,9.66,75.20,15.98,12.02,3.96,7.59,12.14,1194.83,1.80,3.25,349.00
30.04.2009 11:20:00,989.36,14.61,288.65,9.57,71.70,16.65,11.94,4.71,7.54,12.07,1192.21,0.79,2.00,27.23
30.04.2009 11:30:00,989.47,14.89,288.92,9.96,72.30,16.96,12.26,4.70,7.74,12.39,1191.03,0.98,2.25,10.82
30.04.2009 11:40:00,989.60,14.76,288.78,9.63,71.30,16.82,11.99,4.83,7.57,12.12,1191.85,0.54,1.25,57.69
30.04.2009 11:50:00,989.66,15.16,289.18,9.84,70.50,17.26,12.16,5.09,7.68,12.29,1190.19,1.12,3.00,37.86
30.04.2009 12:00:00,989.77,14.71,288.72,9.79,72.30,16.76,12.12,4.64,7.65,12.24,1192.21,1.36,2.75,26.57
30.04.2009 12:10:00,989.86,14.73,288.73,9.97,73.10,16.78,12.27,4.51,7.75,12.39,1192.17,1.37,3.38,2.59
30.04.2009 12:20:00,989.94,14.81,288.80,9.70,71.40,16.87,12.05,4.82,7.60,12.17,1192.03,1.06,2.38,339.50
30.04.2009 12:30:00,990.16,14.93,288.91,9.79,71.30,17.00,12.12,4.88,7.65,12.24,1191.77,1.49,2.50,44.86
30.04.2009 12:40:00,990.34,14.72,288.68,9.53,71.00,16.77,11.91,4.86,7.51,12.02,1192.95,2.13,4.00,48.42
30.04.2009 12:50:00,990.41,14.69,288.64,9.48,70.90,16.74,11.87,4.87,7.49,11.98,1193.18,2.14,2.88,28.58
30.04.2009 13:00:00,990.46,14.80,288.75,9.60,71.00,16.86,11.97,4.89,7.55,12.09,1192.74,1.68,2.63,30.55
30.04.2009 13:10:00,990.45,15.09,289.04,9.69,70.10,17.18,12.04,5.14,7.60,12.16,1191.49,1.21,2.13,53.42
30.04.2009 13:20:00,990.45,14.95,288.90,9.64,70.50,17.02,12.00,5.02,7.57,12.12,1192.09,2.01,3.50,24.69
30.04.2009 13:30:00,990.48,14.85,288.80,9.98,72.60,16.91,12.28,4.63,7.75,12.40,1192.41,2.13,3.75,39.82
30.04.2009 13:40:00,990.40,14.65,288.61,10.28,75.00,16.70,12.52,4.17,7.90,12.64,1193.03,1.40,2.88,36.76
30.04.2009 13:50:00,990.17,14.65,288.62,10.28,75.00,16.70,12.52,4.17,7.90,12.65,1192.76,1.03,2.25,10.37
30.04.2009 14:00:00,989.75,14.87,288.88,10.51,75.10,16.94,12.72,4.22,8.03,12.85,1191.25,0.73,1.38,305.50
30.04.2009 14:10:00,989.55,15.28,289.31,10.94,75.30,17.39,13.09,4.30,8.27,13.23,1189.14,1.38,2.88,37.74
30.04.2009 14:20:00,989.59,15.16,289.18,10.32,72.80,17.26,12.56,4.69,7.93,12.69,1189.93,1.96,3.25,5.87
30.04.2009 14:30:00,989.47,15.40,289.44,10.59,73.00,17.52,12.79,4.73,8.08,12.93,1188.69,0.97,2.00,336.60
